ID,Name,Activity,Country,Gender,BirthDate,Issue_Lev1,Issue_Lev2,Call_Category1,Call_Category2,Resolution,Verbatims
339866,Bruno Oliver,Gold high activity,ES,M,04JUL1981,Bill,Activation fee,Payments/Billing,,Resolved: Shared fee or charges/ issued adjustmen,Monthly  calls or chats to correct overcharges on bills result in long wait times  excessive time wasted and extreme frustration
340055,Steve Mcgillivray,Gold high activity,GB,M,26MAY1961,Plans and Features,DataPlus,Friendly & Courteous,Helpfulness,Resolved: Upgraded plan,I called to lower my bill and she was very helpful and knew what she was doing was great
340885,Alexandra Sherifi,Gold high activity,GB,O,13JUL2000,Equipment,Credit Adjustment,Helpfulness,Knowledge & Expertis,Completed,Autumn was extremely helpful and professional
340925,Kathleen Zaloom,Gold high activity,US,O,20SEP1966,Bill and Payments,Schedule a Payment,Product Range & Avail,,Scheduled a Payment,At this time I dont have any
341486,Vera Schindele,Gold high activity,DE,F,03MAY1976,Payments,Payment Arrangements,Friendly & Courteous,Knowledge & Expertis,Please Specify,I had a personally come up  and I needed to postpone making my payment  MTT was very understanding  considerate  Thank you   Kristen
342437,Regina Nowak,Gold high activity,AT,F,24JUL1951,Services Troubleshooting,DataPro,Friendly & Courteous,Helpfulness,Resolved: Shared plan information,She answered all my question and was very helpful and pleasant to deal with
342580,Stefania Piga,Gold low activity,IT,F,02JAN1996,Pay As You Go (PAYG),Incorrect Account Presented,Knowledge & Expertise,Competitor,Closed incorrect account: Other,I m trying to transfer a phone nber from Verizon to TCOM and there s no one seems ro understand it    It just frustrating
342608,Rosalba Vulcan,Gold low activity,IT,F,05JUL1996,Equipment,Add a line,Helpfulness,Knowledge & Expertis,Resolved: Completed add a line,Rep was very clear about explaining everything very  Helpful
343181,Raffy Preat,Gold low activity,AU,M,25AUG1961,Equipment,Equipment Settings,Miscellaneous,,Resolved: Shared non supported device,Ok
343222,Elise Crochet,Gold low activity,FR,F,14AUG1996,Web Browsing Support,No Data Network Attach,Helpfulness,Knowledge & Expertis,Cancel Registration and Hard Reset,Dennis was very helpful and resolved the problem I called about   Dennis was very professional and took ownership of my issue
344000,J P Papatheodorou,Gold low activity,GR,M,07OCT1961,Plan and Features,Other - Data Feature,Miscellaneous,,Added feature(s) and advised of effective date,Nakia and my whole experience with TCOM is great   thank you very much
344462,Joyce E Renshaw,Gold high activity,GB,F,18JUN1971,Payments,Payment Arrangements,Hold Time,Cost of Service,Resolved: Made 1 part payment arrangement,My bill was due to be cut off I have been on my job less than three weeks so I won t get paid til Thursday I explained this and with my word to pay Friday morning my  phone service was not cut off  No one lets you ride on just your
344876,Suzanne Clark,Gold low activity,US,F,27FEB1971,Equipment,Credit Adjustment,Knowledge & Expertise,,Completed,It was one oF the best experience s i had dealing with MTT he was very knowledgable and fast
345155,Alfredo d'Acierno,Gold high activity,IT,M,19FEB1966,Plans and Features,Mobile Share Unlimited Talk and Text,Miscellaneous,,Resolved: Shared plan information,Good job
345758,Sandra Stößer-Carstens,Gold low activity,DE,F,04FEB1961,Technical or Troubleshooting,Cannot Send or Receive Data,Miscellaneous,,Corrected device settings,It was surprisingly good
345868,Birgit Angermann,Gold high activity,DE,F,25FEB1998,Payments,Make a Payment,Miscellaneous,,Processed Payment & Advised of PAF,Sure I would say something he would say nothing ask him a question he kept going on his own mission should have talked to the
345967,Inge Elisabeth Cholod,Gold low activity,DK,F,18JAN1971,Payments,Make a Payment,Payments/Billing,,Resolved: Processed payment/ waived fee,To many issues from the beginning from billing to technical problem
347811,Jeremy Vick,Gold low activity,US,M,16MAY1991,Equipment,Software Issue,Knowledge & Expertise,Product Range & Avai,Resolved: Other troubleshooting,I just took the bTCOMery out and this fixed the problem
348162,Alpha Mika,Gold low activity,US,M,23OCT2000,Equipment,Main Display Not Working / Dim,Repairs/Returns,Cost of Service,Resolved: Shared how to use,MTT support was e cellent as always  I appreciated Andrew taking some extra time to log account notes for a call i will need to make when i return from a business trip  Even though a recent update created problems on my phone  i ap
348195,Steven Johnston,Gold low activity,US,,15DEC1966,Equipment,Upgrade Eligibility Check,Cost of Service,Friendly & Courteous,Referred to,All the customer service person were good.  I just wish in store when looking for phones agents would even look on line to get best deals. We bought HTC X One for 99 dollars when on line the grey are 99 cents. Just bought in store
349411,Kolin Brignole,Gold high activity,US,M,23AUG1946,Plan and Features,DataConnect Pass - Billing,Helpfulness,Process & Efficiency,Educated - Self service options,The lady in manila was good  She put me on hold and we lost connection   Called back got a guy from India   Was good but could not help with the hot spot elevate  Connected me with a lady to assist me in that department and she had
349414,Marylene Somer,Gold low activity,US,F,18MAR1998,Payments,Payment Arrangements,Data,Cost of Service,Set up Payment Arrangement,I m very dissatisfied with the ability to use my iPhone as a personal hot spot  as I pay 30 dollars a month for unlimited data  this whole thing is very chinsey in a company as big as MTT it s very character deficient  if your goin
350368,Berna Bektas,Gold high activity,TR,F,02JAN1991,Services Troubleshooting,Mobile Share Unlimited Talk and Text,Miscellaneous,,Changed rate plan - Advised of effective date,IT WAS EASY  THANKS
350725,Husnu Dolgun,Gold low activity,TR,F,17JUL1961,Payments,Payment Arrangements,Friendly & Courteous,Data,Set up Payment Arrangement,I think MTT does a great job handling on my needs wish MTT would go back to unlimited data for iPhones
351687,Che-Min Jahner,Gold high activity,US,M,12NOV2000,Payments,Payment Arrangements,Network/Coverage,,Resolved: Made 2 part payment arrangement,I only wish u all had unlimited internet
352131,Marie-Josée Servaty,Gold high activity,BE,M,04APR2000,Bill and Payments,Payment Arrangements,Cost of Service,Payments/Billing,Educated - Not eligible,My only issues are that no mTCOMer how you put a payment in it doesn't reflect in your account until 3-5 days later. Also prices are getting a bit out of control. Otherwise I'm satisfied
356395,Gabriella Fraulino,Gold low activity,IT,F,24JUN1996,Payments,Payment Arrangements,Friendly & Courteous,Payments/Billing,Set up Payment Arrangement,I have to call every month to discuss issues with my bill  I am very disappointed with billing issues   I hear different stories from different reps every time I call   I feel as the reps will tell me whatever I want to hear  but t
357195,Peter Broekhuisen,Gold high activity,NL,M,26NOV1971,Info Net,Inquiry - MRC,Data,Cost of Service,Educated Customer - MRC,"My wifi is always on at home ive never had a problem, and ive never used that much data in a single night much less a month due to my wifi access, i do not wish to pay another 15 for 200 more mb of data."
357327,Eliane la Directrice Dpma,Gold low activity,FR,F,08APR1986,Payments,Payment Arrangements,Friendly & Courteous,Process & Efficiency,Set up Payment Arrangement,My experience was great  Csr did a good job with asst me with my issue
357506,Dianita Blaxton,Gold high activity,US,F,07DEC1961,Services Troubleshooting,Payment Arrangements,Process & Efficiency,,Set up Payment Arrangement,Great experience always
357868,Laurent Ranson,Gold low activity,US,M,15APR1986,Payments,Payment Arrangements,Payments/Billing,,Resolved: Made 1 part payment arrangement,Can t receive my alerts for bills
359396,Kay Brozell,Gold high activity,US,F,16DEC1996,Payments,Make a Payment,Cost of Service,,Resolved: Processed payment/ waived fee,Stop useing my text minutes and this is My phone not bobs thanks Rose lol
359816,Corman Schuette,Gold high activity,US,M,21SEP1991,Bill,Messaging Charges,Cost of Service,Knowledge & Expertis,Resolved: Shared charges and overages,Text fees were not explained when phone was purchased  fees for texts especially those unsolicited are too high with Art I have been a customer for a long time
361252,Detlev Jônsson,Gold low activity,DE,M,,Services Troubleshooting,Payment Arrangements,Miscellaneous,,Extended Collections Path / Made New Arrangements,Was very satisfied
361556,Luciano Wild,Gold low activity,IT,M,22SEP1991,Plans and Features,Messaging Pay Per Use,Miscellaneous,,Resolved: Upgraded from PPU plan,He was very courtious
361749,Charles Sauvage,Gold high activity,FR,O,19MAY1996,Cancellation,Equipment Upgrade,Hold Time,,Resolved: Shared options available without discou,Brenda did everything she could  but could not get what I wanted to do done
362535,Marita Kvalvik,Gold low activity,NO,,27SEP1956,Services Troubleshooting,Airtime Usage,Friendly & Courteous,,Educated - Charges and overages,1
362679,Thomas Barish,Gold low activity,US,M,14NOV1961,Bill and Payments,Process a Payment,Cost of Service,Upgrades/Renewals,Processed 1 time payment and PCF waived,I have MTT cell phones since the 80 s also home phone  dsl  direct tv   My wife used  paid her phone to you for 5 years   You had no expense   now so you can collect more money on a new phone you want 36 00  that s obserde
363023,Andre Aurin,Gold low activity,FR,M,10AUG1971,Bill,Balance Due: No Other Info Requested,Knowledge & Expertise,Warranty/Insurance,Resolved: Shared account balance,It was over all good  I dnt understand y there is no monthly insurance cuz i get worried bout my phone breakin and not havin a back up plan  Also i pay for alot of gb each month and rarely used any of it  I think it should b rolled
363894,Chapman Yablonsky,Gold high activity,US,M,11JUN1956,Call Disconnected,Call Disconnected,Friendly & Courteous,Knowledge & Expertis,Caller Intentionally Disconnected Call,I feel I was lied to on more than one occasion  Conflicting answers from different reps
364295,Giovanni Bellomini,Gold low activity,IT,,28MAR1961,Account,iPhone Activation Inquiry/Issue,Helpfulness,,Completed failed activation or upgrade,10
365118,Kristel Schits,Gold high activity,BE,F,,Account,Cancellation and retention,Process & Efficiency,,Transfer to Customer Relations - Consumer,Your customer service is always great
365861,Horst Bethke,Gold low activity,DE,M,25FEB1946,Cancellation,Nation Individual,Hold Time,,Resolved: No change/saved plan,Unhappy
365924,Lisa de Vries,Gold low activity,NL,F,17NOV1951,Services Troubleshooting,Visual Voicemail (TG),Hold Time,,Resolved: Shared voicemail procedures,I need to hear back from technical support regarding my problem
366585,Johan Ahlner,Gold high activity,SE,M,01MAR1976,Payments,Payment Arrangements,Network/Coverage,,Set up Payment Arrangement,Susan was awesome
368284,Antrinette Smith,Gold high activity,US,F,26JUL1981,Equipment,Mobile Share Data,Miscellaneous,,Resolved: Upgraded plan,One
369304,Remy Delval,Gold high activity,FR,M,04JUN1991,Cancellation,Balance Due: No Other Info Requested,Cost of Service,,Resolved: Shared account balance,Prices  Keep changing  all the time cannot  deal with that
370579,Julean Bunn,Gold high activity,US,F,28NOV1981,Account,Cancellation and retention,Hold Time,,Cancelled: Moving to no coverage area,Cancel service
372477,Pardeep Herndon,Gold high activity,US,M,22MAR1998,Services Troubleshooting,Voicemail Password Reset,Miscellaneous,,Resolved: Shared voicemail procedures,Cant figure out why MTT messages won t set up on my phone  I will call again to try and resolve
374436,Marshall Parkey,Gold low activity,US,M,,Services Troubleshooting,Payment Arrangements,Network/Coverage,,Set up Payment Arrangement,Very  good
374575,Tina Schnaubelt,Gold high activity,US,F,19MAR1966,eStore Match,eStore Match,Hold Time,,New Activation,I told u in first mesege
377977,Pietro Capovilla,Gold low activity,IT,M,12APR1981,Services Troubleshooting,Cannot Send or Receive Email (TG),Network/Coverage,,Resolved: Corrected device settings,He walked me right through the steps on my particular phone to correct my phone email connection
378080,Michaël Paermentier,Gold high activity,BE,M,17FEB1976,Equipment,Equipment Problem or Troubleshooting,Helpfulness,Product Range & Avai,Transfer to TSD,It wasn t Alyssa s fault that she couldn t help I don t think  But the guy at apple was my night in shining armor
378247,J P Van Waveren,Gold low activity,GR,M,18MAY1971,Account,Activation New,Hold Time,Product Range & Avai,Directed to store location,No one knew enough  to tell me the phone had to b ported first  One guy even hung up on my live message session  when i used all caps to demand a supervisor    Tmobile also cut off my service in the middle of one call and that lady
378488,Christopher Bernhard,Gold low activity,US,M,08DEC1996,Account,Contract Information,Miscellaneous,,Transfer to Customer Relations - Consumer,Once
379021,Elton Velovski,Gold high activity,AU,,15SEP1998,Equipment,Upgrade Eligibility Check,Network/Coverage,,Educated - Eligible for equipment upgrade,8758
379219,Mamatha Orum,Gold high activity,US,F,28FEB1991,Services Troubleshooting,Payment Arrangements,Network/Coverage,,Escalation,She  very good at her job yaa need more like her
379327,Berna Cayci,Gold high activity,TR,,07MAY1981,Bill,Bringover minutes,Helpfulness,,Resolved: Added no cap code,5
379331,Leonardo Lauri,Gold low activity,IT,,20SEP1998,Equipment,IMEI and SIM Change,Helpfulness,,Changed IMEI and SIM card,7
381600,Mark Beard,Gold low activity,US,M,13OCT1966,Equipment,Process a Payment,Miscellaneous,,Processed 1 time payment and PCF waived,Great resolve with my problem Javier was the bomb
382177,Carsten Wolf,Gold low activity,DE,O,16MAY1951,Plan and Features,Data Bundles,Cost of Service,Product Range & Avai,Transfer to TSD,Better rates  data plans
382917,Carlo Carlotti,Gold low activity,IT,O,20AUG1946,Bill and Payments,Schedule a Payment,Miscellaneous,,Scheduled a Payment,AWESOME
385470,Monique Gaborit,Gold high activity,FR,F,04JAN1956,Bill and Payments,Payment Arrangements,Knowledge & Expertise,,Made payment arrangements,Sorry for the first questions I meant to put a 7
386215,Nicole Thienenkamp,Gold low activity,DE,F,20NOV1998,Pay As You Go (PAYG),$50 Unl Calling/Text/Data,Cost of Service,Product Range & Avai,Changed to $50 Unl Calling/Text/Data Rate Plan,I don t like that the 50 dollar go plan don t have free internet
387924,Bilge Oguz,Gold low activity,TR,F,18DEC1951,Payments,Payment Arrangements,Cost of Service,Knowledge & Expertis,Set up Payment Arrangement,On Wednesday a MTT rep told me that I just had to pay 200  to keep my account good and to call back on Friday after I made the payment to make rearrangement and after I made the payment of 200 I called and MTT told me I had to pay
388444,Beau Arneson,Gold low activity,US,M,11AUG1996,Pay As You Go (PAYG),$2 Daily UTT Plan,Miscellaneous,,Changed rate plan to $2/day Plan,Keep up the good work that you do and thanks
388447,Steven Teuscher,Gold high activity,US,M,24SEP1951,Bill,Credit Adjustment,Network/Coverage,,Completed,Thx
389977,Heather Langenberg,Gold low activity,US,F,05AUG1961,Equipment,Payment Arrangements,Miscellaneous,,Made arrangements and scheduled payment,I have no complaints  I m very happy with your company
390048,Clyde Diamond,Gold high activity,US,M,23JUL1961,Bill and Payments,Bill Review,Miscellaneous,,Educated - Explanation of bill charges,Completely satisfied
390139,Heribert Christov,Gold high activity,DE,M,01APR1946,Bill and Payments,Mobile Share Data,Friendly & Courteous,Helpfulness,Resolved: Downgraded plan,I called the first time spoke with a gal who was uncertain how she could help  I spoke with her superior that was so rude I could not even believe it  never as anyone from TCOM been so rude   I told him he was rude and I was hangin
390777,Sherrell Barone,Gold low activity,US,F,07OCT1946,Account,Cancellation and retention,Friendly & Courteous,,Cancelled: Equipment problems,My interaction with the rep was excellent
391268,Dino Skinner,Gold high activity,US,M,08DEC1956,Cancellation,Unbilled Messaging Usage,Product Range & Avail,,Educated - Unbilled usage and self service,None i dont have time for all the
393391,J.C.T. Hellendoorn,Gold high activity,NL,,03APR1986,Equipment,Software Issue,Helpfulness,,Resolved: Updated software,5
393679,Daphne Toulemonde,Gold high activity,FR,F,07JAN1971,Payments,Make a Payment,Friendly & Courteous,Data,Processed Payment & Advised of PAF,The website is confusing  counter intuitive  Charging threshold rates for data is absurd  should be done away with  The reps I spoke with  Adam and Joserrupted before
393809,Valory Rosa,Gold high activity,US,F,,Bill,Monthly Recurring Charge,Helpfulness,,Resolved: Shared charges and overages,Very helpful associate
394547,Jesper Lynge Helt,Gold low activity,DK,M,24SEP1996,Bill,Prorated charges,Helpfulness,Friendly & Courteous,Resolved: Issued adjustment/ no plan change,Fue unica cindy se preocupo mucho y me ayudo excelentemente fue extremadamente amable
395217,Harald Kriescher,Gold low activity,DE,M,08MAR1991,Services Troubleshooting,AutoPay,Network/Coverage,,Resolved: Updated information,I thought all went perfect
395433,Mehryar Ghatahora,Gold low activity,GB,M,,Bill and Payments,Unbilled Messaging Usage,Product Range & Avail,Data,Educated - Unbilled usage and self service,Why are some of text I receive from iPhone still not coming through as data I have limited text and they should not be using my text
395723,Devonne Newbern,Gold high activity,US,F,27JUN1998,Equipment,iPhone Activation Issue,Miscellaneous,,Completed failed activation or upgrade,It was good
397370,Sylvia Kollbach,Gold low activity,DE,F,,Equipment,Data Bundles,Cost of Service,,Educated - Feature provisioned,What does MTT give away for free
397553,Edoardo Scarimboli,Gold high activity,IT,M,17JUL1991,Bill and Payments,Mobile Content or Charges,Cost of Service,,Cancelled subscription,I really like TCOM but prices really
398500,Michael Wright,Gold high activity,GB,,11MAR1961,Payments,Payment Arrangements,Process & Efficiency,,Resolved: Made 1 part payment arrangement,All my experience with TCOM is good
398906,Sylvie Bruno,Gold low activity,FR,F,02APR1966,Bill and Payments,Unbilled Voice Usage,Cost of Service,,Educated - Unbilled usage and self service,It was a simple call  she went straight to the answer  Under 3minutes  Thank you
399170,Valissa Jones,Gold low activity,US,F,01OCT1971,Account,Retail User Authorization,Process & Efficiency,,Resolved: Completed change,Quick and efficient
399842,Richard Galdi,Gold high activity,US,M,05SEP1998,Equipment,DSL Customer Transfer,Process & Efficiency,,Provided general information,Customer service
401406,Barry David,Gold high activity,US,,26JAN1981,Services Troubleshooting,Prorated charges,Helpfulness,,Resolved: Issued adjustment/ no plan change,3
401523,Siegfried Schubert,Gold high activity,DE,M,25NOV1956,Pay As You Go (PAYG),Prepaid activation,Helpfulness,,Activated  wireless number,Thank you
401776,Vinea Coonrod,Gold low activity,US,,26JUN2000,Services Troubleshooting,Payment Arrangements,Friendly & Courteous,,Set up Payment Arrangement,10
402493,Amit Dunlap,Gold high activity,US,M,21MAY1966,Equipment,Device Unlock Code Request,Helpfulness,,Resolved: Released unlock code,Please help me to unlock my old cellphone so that I can use it when I travel to another country  Tnx
403736,Larson Hicks,Gold high activity,US,M,06SEP1976,Services Troubleshooting,Payment Arrangements,Process & Efficiency,,Extended Collections Path / Made New Arrangements,I have ALWAYS had EXCELLENT customer service with MTT
404086,Biven Lovelace,Gold low activity,US,F,06SEP1946,Bill and Payments,Paperless Billing,Helpfulness,Knowledge & Expertis,Changed from paperless to paper billing - Custome,She was very helpful in understanding how my son could assume payments for his phone from my plan. He is in the army and he would like to take his payments and add his wife to his bill. The experience he got from a rep in the store
404350,Domi Botello,Gold high activity,ES,F,14JAN1976,Payments,Payment Arrangements,Friendly & Courteous,,Set up Payment Arrangement,She was great friendly and fast awesome personality
404766,Adolphus Kopplin,Gold high activity,US,M,,Services Troubleshooting,Credit Adjustment,Network/Coverage,,Completed,Wonderful
405133,Thierry Joubert,Gold high activity,FR,,16JUN1976,Equipment,Order Status and Follow-up,Helpfulness,Friendly & Courteous,Transfer to eCom,Although she worked on the TV and Internet side she spoke with a supervisor to assist with my problem  She was helpful  I m hoping the reps in the MTT store will be able to help as she did  We will see
405205,John Young,Gold low activity,US,M,15NOV1971,Pay As You Go (PAYG),PUK Code,Friendly & Courteous,,Released PUK Code(s),It was good she was very nice and even called back when phone lost service  Please give her a huge raise she is awesome
406400,Pierre-Olivier Cluckers,Gold low activity,BE,M,22APR1986,Cancellation,Wireless Phone Insurance,Network/Coverage,Friendly & Courteous,Resolved: Added insurance,Helpful people weak signal
407012,Kathy Buthelezi,Gold high activity,ZA,F,14MAY1956,Plans and Features,Mobile Share Unlimited Talk and Text,Friendly & Courteous,,Resolved: Changed from FT plan,She provided more than I even requested    She was GreaT
407023,Traci Paleudis,Gold low activity,US,M,24OCT1996,Bill,Airtime Charges,Helpfulness,,Resolved: Issued adjustment and changed plan,Thanks she was very helpful with my problem thanks again
407092,Valeska Krafack,Gold high activity,DE,F,28AUG1951,Equipment,Equipment Upgrade,Miscellaneous,,Resolved: Processed upgrade,Great
407386,Helmut Vestl,Gold high activity,AT,M,24AUG1956,Bill,Credit Adjustment,Network/Coverage,,Completed,Haley was a pure pleasure to work with
407911,Elie Gulliver,Gold low activity,US,M,,Services Troubleshooting,Add a line,Friendly & Courteous,Loyalty,Directed to store location,You re welcome  Been a loyal MTT customer when it was singular then cellular one
408839,Mikael Barkman,Gold high activity,SE,M,05MAY1991,Equipment,Nation Individual,Miscellaneous,,Resolved: Shared plan information,One
408927,Dieter Born,Gold low activity,DE,M,,Plans and Features,Nation FamilyTalk,Cost of Service,,Resolved: Shared plan information,We are going to shop for a plan that costs less
409086,Günter Kerkojus,Gold low activity,DE,M,09NOV2000,Plans and Features,International Roaming,Friendly & Courteous,Knowledge & Expertis,Resolved: Shared plan information,Elizabeth ensured that she had correctly answered my long distance question by discussing it with a supervisor  This was appreciated and done quickly  She was very professional and polite
409548,Donetta Bright,Gold low activity,US,F,15APR1998,Services Troubleshooting,Early Termination Fees,Helpfulness,Repairs/Returns,Educated Customer - Early Termination Fees,It would help if a person would call me who could fix the problem
409837,Rashena Dipietro,Gold low activity,US,F,20FEB1966,Plan and Features,Rate Plan,Loyalty,Friendly & Courteous,Changed rate plan - Advised of effective date,It would be greatly appreciated if MTT informed me customers of better cell phone plans that it offers  I had to read an article in the newspaper to discover what data sharing plans were  If TCOM informed its customers of such thin
409989,Nathalie Balligand,Gold high activity,FR,F,12JUL1998,Equipment,Subsidy Unlock Code Request,Friendly & Courteous,Process & Efficiency,Educated - Customer on Unlock Instructions,overall it was great service
410119,Eltas Keene,Gold low activity,GB,M,10JUN1998,Subscriber Maintenance,IMEI and SIM Change,Process & Efficiency,,Unable to change IMEI and SIM card,Great service as always
410274,Lisa Alexander,Gold high activity,US,F,,Services Troubleshooting,Payment Arrangements,Network/Coverage,,Set up Payment Arrangement,You covered it
411228,Horst Szorg,Gold low activity,DE,M,23NOV1946,Equipment,Rate Plan,Friendly & Courteous,,Changed rate plan - Advised of effective date,Shirley was great
411552,C.W. Vroomans,Gold low activity,NL,M,09MAY1981,Account,Passcode,Friendly & Courteous,Cost of Service,Resolved: Completed change,The same way you protect users on the account at the store is the same way it should be over the phone  Only the authorized people not just if they know the last four digits of the account holder ss   We need protection from thieve
412136,Mark Wechsberg,Gold high activity,US,M,,Bill and Payments,Bill Review,Friendly & Courteous,Product Range & Avai,Escalation to Management,When I activated the lines I was never told what the bill cycle date was and that I would have 266 in prorations     2 lines on mobile share over 500 is outrageous  The supervisor was very kind
412359,Jason Tarby,Gold low activity,US,M,18AUG1986,Services Troubleshooting,Nation FamilyTalk,Friendly & Courteous,,Resolved: Downgraded plan,Have a nice day
412596,Vi Canery,Gold high activity,US,M,25JUN1991,Bill,Wireline Combined Bill: Inquiry,Knowledge & Expertise,,Resolved: Shared bill statement details,Sorry  I have problems with my Dsl  Karl was excellent and professional  Sorry wasn t thinking
413079,Jonathan Sineath,Gold low activity,US,M,,Cancellation,Equipment upgrade fee,Cost of Service,,Resolved: Shared fee or charges/ issued adjustmen,You might need to put that the notes from next time every month I get the same thing
413320,Shelia Raisig,Gold high activity,US,F,11APR1986,Account,Verify Account Status,Cost of Service,,Educate Customer - Account Status,I don t appreciate that I ve linked my card to my account and set up autopay only to not have it charged
414255,Camilla Axelsson,Gold low activity,SE,F,23JUL1998,Bill and Payments,Nation FamilyTalk,Friendly & Courteous,,Resolved: No change/saved plan,She was very friendly and made the experience seem more personal  not like I was a number in the que
414809,Nzungu Sam Coard,Gold high activity,US,,02DEC1998,Payments,Payment Arrangements,Friendly & Courteous,,Set up Payment Arrangement,5
415826,Anita Pruitte,Gold high activity,US,F,17NOV1961,Bill and Payments,Payment Arrangements,Process & Efficiency,Loyalty,Transfer to Collections - Mobility Consumer,Good service. Just feel that there should be more incentives for good valued customers other than adding a 2nd line for 9.99.
416502,Jacques Ortelli,Gold high activity,CH,M,08MAY1956,Bill,Activation fee,Friendly & Courteous,,Resolved: Shared fee or charges,I wish when someone representing MTT would provide more information  They tell us one thing but when you call MTT customer care its a whole other story
417085,Clive Erdwin,Gold high activity,GB,,24APR1956,Bill and Payments,Account Balance,Helpfulness,,Dispute resolved,5
417265,Ingmar Lutun,Gold low activity,FR,F,27MAR1966,Plans and Features,DataPro,Knowledge & Expertise,Cost of Service,Resolved: Shared plan information,I didn t understand and couldn t get a definite answer y i had over an 800 dollar bill in October and as to what the charges were and within a quick time
417596,Bradley Matteucci,Gold high activity,US,M,17MAY1971,Plans and Features,International Roaming,Network/Coverage,,Resolved: Added plan,It was easy  immediate and involved a real person  Perfect
418080,Eric Leadbitter,Gold high activity,US,M,17FEB1998,Equipment,International Long Distance Calling,Miscellaneous,,Transfer to International Care (IC),Nah
418543,Amy Goff,Gold high activity,US,F,07DEC1976,Bill and Payments,Late Payment Fee,Helpfulness,,Educated - Late payment fee,She was very helpful  thank you
419163,Verena Röwer,Gold high activity,DE,F,09JAN1951,Bill,Data Charges,Cost of Service,,Resolved: Issued adjustment and changed plan,Totally it was good  but I think at and t has expensive services
419772,Gaelle Abdelhamid,Gold high activity,FR,,05DEC1981,Plan and Features,Rate Plan,Helpfulness,,Changed rate plan - Advised of effective date,10
419918,Ken Metcalfe,Gold high activity,GB,M,,Equipment,Messaging,Friendly & Courteous,Helpfulness,Added feature(s) and advised of effective date,Very helpful and polite   Good rep for MTT
420432,Maria Kvaløy,Gold high activity,NO,F,02JUN1981,Services Troubleshooting,Data Blocking or Opt-out,Friendly & Courteous,Helpfulness,Added feature(s) and advised of effective date,Simone was very professional and nice  She helped and i m very satisfied with the outcome  Thank you you have a great worker
420650,Jacqueline P Isidore,Gold high activity,GB,F,25MAY1951,Equipment,Mobile Share Data,Helpfulness,,Resolved: Shared plan information,Thank you
423135,Francisco de Borja Unibaso,Gold high activity,ES,,25SEP1976,Bill,One Time Charge: Other,Friendly & Courteous,,Resolved: Shared fee or charges,10
423522,Angela M Aust,Gold high activity,GB,F,23MAY1956,Bill,Messaging Charges,Friendly & Courteous,,Resolved: Issued adjustment and changed plan,The last two reps that handled my acct made mistakes that caused the problem
423996,Lerene Oriordan,Gold low activity,US,F,24AUG1966,Bill and Payments,Bill Review,Friendly & Courteous,,Educated - Explanation of Fees,None
424106,Didier Rouanet,Gold low activity,FR,M,19JUN1981,Pay As You Go (PAYG),Account Balance and Details,Knowledge & Expertise,,Educated - Usage charges,Had a question about a call I was trying to make all my questions were answered and in a timely fashion
424445,Giovanni Butera,Gold high activity,IT,M,13APR1971,Services Troubleshooting,Process a Payment,Friendly & Courteous,,Educate - Payment options,He was very friendly  New his job very well
425183,Mauro Stoeckli,Gold low activity,CH,M,08SEP1971,Equipment,Equipment Exchanges,Cost of Service,Friendly & Courteous,Submitted research/return request,Lower your prices  Be more truthful when giving prices  So as not to misleead a customer into thin king they are getting a good deal when in fact they are not
425213,Nilza Transou,Gold high activity,US,F,05MAR1966,Account,Account status request,Friendly & Courteous,Knowledge & Expertis,Resolved: Shared status and information,My issue was taken care of promptly and in a very friendly but professional manner
425718,Cecilie Schepker,Gold high activity,US,F,05APR1956,Subscriber Maintenance,Subscriber Name Change,Miscellaneous,,Changed subscriber name,I am very satisfied with MTT
425919,Tazeen Hayhow,Gold low activity,GB,F,05JAN2000,Plans and Features,Messaging Unlimited w/ M 2 any M,Friendly & Courteous,,Resolved: Shared plan information,Maria was great excellent info.  Would like to see a texting plan for less than20
426119,Yusuf Bethea,Gold high activity,US,M,,Bill,General Bill Review,Friendly & Courteous,Upgrades/Renewals,Resolved: Shared charges and overages,When I got a new phone on 1/2/13 Walmart rep accidentally set it up as a new number.  The rep called MTT the same day to cancel that order and ensure that only my old order was retained.  She and I both spoke to the MTT customer re
426197,Noël Opdedrynck,Gold high activity,BE,M,01SEP1946,Account,Passcode,Miscellaneous,,Resolved: Completed change,Muy complacida y agradecida
426231,Jack Raspet,Gold low activity,US,M,23MAY1986,Plan and Features,Messaging,Data,Cost of Service,Corrected device settings,I had transferred my account from Arizona to Michigan and got an email last night saying that I have accrued more than 20 dollars in messaging and data  That shouldn t be right so I called and she helped me figure out that I was on
426511,Peter Walther,Gold low activity,AT,M,19DEC2000,Plan and Features,Other - Data Feature,Network/Coverage,,Educated - Feature usage cost,She was amazing
427294,Michele Masson,Gold high activity,FR,F,03JAN1946,3G MicroCell,In Home/Business Connectivity,Helpfulness,,Powercycle MicroCell,MTT  is going to call back   And see if they can help at 5 o clock
427603,Christof Van Edom,Gold high activity,BE,M,27MAR1956,Account,Address,Product Range & Avail,,Resolved: Completed change,MTT is always available with a live person   thanks
